joke,category,title 
"Prekybos tinklų tema:



Perki du, gauni tris, moki už keturis! 



Prekybos centruose yra tik dviejų rūšių prekės: šiukšlių maišai ir prekės šiukšlių maišams.",anekdotai,"Prekybos,tinklų,tema:,Perki,du,"
"Sedi alkoholikas ir samprotauja:
 - kuo daugiau as geriu, tuo daugiau islaistau. 
 - kuo daugiau islaistau, tuo maziau isgeriu... Tai palauk, palauk cia taip iseina kad kuo daugiau geriu tuo maziau isgeriu.",anekdotai,"Sedi,alkoholikas,ir,samprotauja:,-"
"Skrenda lėktuvas. Stiuardesė nešioja gėrimus. Prieina prie kažkokio arabo. 

– Pone, gal jums viskio ar vyno? 

– Ne, ačiū. Man tuoj reikės sėstis prie vairo.",anekdotai,"Skrenda,lėktuvas.,Stiuardesė,nešioja,gėrimus."
"Ateina fermeris prie tvenkinio, o ten merginos nuogos maudosi. Jos pamatë fermerá ir ëmë spiegti:

- Pasitrauk ið èia, nedorëli! Mes nelásim ið vandens, kol tu nenueisi!

- Labai èia jûs man reikalingos, - atðovë fermeris. - Að tik savo krokodilø atëjau pamaitinti...",anekdotai,"Ateina,fermeris,prie,tvenkinio,,o"
"Mokytoja barasi:
-Jei taip ir toliau mokysies,tavo tėvas pražils!!!
-Įsivaizduoju,kaip jis apsidžiaugs,-kikena Petriukas.-Juk dabar jis visiškai plikas!!!!!!",anekdotai,"Mokytoja,barasi:,-Jei,taip,ir"
"Ateina Petriukas iš mokyklos. Tėvas pasitinka ir sako: 
- Na, tai kaip šiandien sekėsi, Petrai? Matau, toks žvalus? 
- Na kaip... šešis gavau. 
- Šešis? Neblogai, neblogai... O kodėl ne aštuonis ar dešimt? 
- Matai, tėvai, šiandien tik šešios pamokos buvo...",anekdotai,"Ateina,Petriukas,iš,mokyklos.,Tėvas"
"Vaikštinėdamas po pajūrį banglentininkas skundžiasi mažomis bangomis „Dieve, visada buvau geras, paisiau dešimties tavo įsakymų, stengiausi vykdyti tavo valią. Gal galėtum padaryti dėl manęs vieną dalyką?“ Dievas nusišypso ir sako: „Prašyk bet ko“. „Nuostabu. Gal galėtum pastatyti tiltą iki Havajų? Sėsčiau į automobilį ir greitkeliu nudumčiau pašokčioti per bangas.“ Dievas liūdnai palinguoja galvą: „Per sunku. Prašyk ko nors kito“. „Tiek to, - sutinka banglentininkas - padaryk taip, kad suprasčiau moteris. „ Taigi apie tą greitkelį, - atsidūsta Dievas. - Dviejų ar keturių eilių?“",anekdotai,"Vaikštinėdamas,po,pajūrį,banglentininkas,skundžiasi"
"Mirė žmogelis. Jo siela turėjo pasirinkti, kur keliauti – į rojų arba į pragarą. Prie dangaus jo laukė Petras. Jis ir sako:

– Tai ką renkiesi?

– Nežinau. 

Įkiša galvą į rojų ir mato, kaip sėdi sielos ir nieko neveikia, o tik knygas skaito ir vaikšto. Žmogelis ir sako:

– Nuobodu.

Įkiša galvą į pragarą, o ten – linksmybės, gėrimai, merginos... Aišku, žmogelis ir pasirinko pragarą. Nukeliauja į pragarą ir mato, kaip velniai puodą ruošiasi kaisti.

– Renkis.

– Kam tas puodas? – klausia žmogelis.

– Virsim.

– Ką?

– Tave.

– O kur dingo visos linksmybės ir merginos?

– Tai tebuvo reklama.",anekdotai,"Mirė,žmogelis.,Jo,siela,turėjo"
"Nykštukas atvažiavo į benzino kolonėlę. Ir prašo:
 - Prašau man įpilti 25 lašus benzino ir 5 lašus tepalo. 
 Teirautojas pasiteirauja:
 - Tai gal tau į paadangas pirstelt?!",anekdotai,"Nykštukas,atvažiavo,į,benzino,kolonėlę."
"Darþelyje Petriukas sako Onytei:

  - Oneyte, draugaujam? Mano vyresnis brolis turi panele, að juos paseksiu, paþiûrësiu kaip jie draugauja, tai ir mes galësim taip pat draugauti.

  - Na gerai, draugaujam. - atsakë Onytë.

Vakare Petriukas nutarë pasekti savo brolá ir jo panelæ... Álindo á triraèio motociklo lopðelá ir laukia kol brolis su panele, kaip ir kiekviena vakara, kaþkur iðvaþiuos... Ilgai laukti nereikëjo, brolis ir panelë, sëdo ant motociklo ir nuvaþiavo á miðkà. Miðke brolis panelës klausia: 

  - Duosi?

Ði atsako:

  - Ne!

Tada brolis piktai jai atrëþia:

  - Tada eik namo pësèia. 

Ir palikæs panelæ miðke gráþta namo...

Kità dienà Petriukas á darþelá vaþiuoja triratuku ir pakvieèia Onyte nuevaþiuoti uþ darþelio kieme esanèios palapinës. Onytë sutinka. Petriukas klausia Onytes:

  - Duosi?

Onytë atsako:

  - Duosiu.

  - Na gerai imk mano triratuka, o að namo pësèias pareisiu... - nepatenkintas iðlemena Petriukas.",anekdotai,"Darþelyje,Petriukas,sako,Onytei:,-"
"Kažkoks vienkartinis alus pasirodė parduotuvėse: vieną kart paragauji, ir daugiau nenori...",anekdotai,"Kažkoks,vienkartinis,alus,pasirodė,parduotuvėse:"
"Važiuoja traukiniu keturi bičai. Laikai tarybiniai. Viską seka KGB. Žodžiu, chebra geria. Na, ir šnekasi apie valdžią. Keikia tarybinį režimą. Vienas išeina lauk ir pas palydovę užsako 4 puodelius kavos. Geria chebra toliau. O tas, kur užsakė kavą, sako:
 - O jūs nebijote, kad mūsų dabar klauso? Gal patikrinkim? Sako, visose rozetėse būna mikrofonai... 
Ir pasilenkęs prie rozetės, sako:
 - Pulkininke, 4 kavos. 
Po kiek laiko visi apanka, nes palydovė atneša kavą. Nuščiūva bičai, ir nieko nesakydami, eina miegot. Ryte pabunda tas jumoristas, žiūri, kad yra vienas kupe. Galvoja, matyt kažkas atsitiko... Tur būt iš tikro KGB klausėsi visko. Nutaria patikrinti. Ir sako balsu:
 - Ėėėė, sakykite, o kur dingo mano draugai? 
Iš kažkur pasigirsta balsas:
 - Jie suimti už ardomąją veiklą. 
 - O tai ko manęs nesuėmė, aš juk irgi negerų dalykų šnekėjau? 
 - Na, tiesiog pulkininkui jūsų sąmojis apie kavą labai patiko.",anekdotai,"Važiuoja,traukiniu,keturi,bičai.,Laikai"
"Policininkas prieina prie þvejo Petriuko ir klausia: 

- Kà èia darai?

- Sliekà maudau. 

- Bauda 30 litø! 

- Uþ kà??? 

- O kodël sliekas be maudymosi kostiumëlio?",anekdotai,"Policininkas,prieina,prie,þvejo,Petriuko"
"Eilinė žvaigždutė atvyksta į viešbutį ir gauna užpildyti anketą. Ji įrašo savo pavardę, vardą, gimimo metus, bet ilgam susimąsto ties grafa “lytis”. Galiausiai užrašo: “blondinė”.",anekdotai,"Eilinė,žvaigždutė,atvyksta,į,viešbutį"
"- Mano kaimynė - tikra sterva.
- Kodėl?
- Aš jai visą elektros instaliaciją bute pakeičiau... Bent jau ačiū man duotų...",anekdotai,"-,Mano,kaimynė,-,tikra"
"Į viešnamį užsuka klientas. 
 - Jums blondiną? 
 - Turėjau. 
 - Brunetę? 
 - Irgi turėjau. 
 - Juodaodę? 
 - Turėjau? 
 - Kiną? Japoną? 
 - Turėjau... 
 - Mulatę? 
 - Turėjau. 
 - Po velnių! Jeigu nesiliausite durnių voliojęs, iškviesiu policininkus! 
 - Jau turėjau...",anekdotai,"Į,viešnamį,užsuka,klientas.,-"
"Ateina du liliputai į vienuolyną. Nueina pas vyriausią seserį ir klausia:

- Klausykit, ar pas jus vienuolyne yra vienuolių lilipučių?

- Ne, nėra.

- O sakykit, gal gretimam vienuolyne yra vienuolių lilipučių?

- Kiek žinau ir ten nėra.

Pasisuka vienas liliputas į kitą ir sako:

- Sakiau kad ten buvo pingvinai, o tu vienuolės, vienuolės...",anekdotai,"Ateina,du,liliputai,į,vienuolyną."
Gyveno karta drakonas. JIs mito tik nekaltom mergelem. Tai pakeliam tosta uz taij kad jis atskristu y lietuva ir mirtu is bado!!!,anekdotai,"Gyveno,karta,drakonas.,JIs,mito"
"Kiekviena išgerta taurė - tai vinis, įkalta į mūsų karstą. 
 - Tad gerkime taip, kad karstas nesubyrėtų!",anekdotai,"Kiekviena,išgerta,taurė,-,tai"
"16-metė dukra vėlai vakare grįžta iš diskotekos,
motina atidaro duris ir sako:
- Dukrele!? Kaip tu į šokius vaikštai?! Greitai apsirenk ir eik miegoti!",anekdotai,"16-metė,dukra,vėlai,vakare,grįžta"
"Kalbasi du draugai:
- Klausyk, tavo žmona labiau riktelėja kai įkiši ar kai ištrauki?
- Ką žinau... gal... kai įkiši, o tavo?
- O mano labiausiai rėkia, kai jau į užuolaidą šluostausi.",anekdotai,"Kalbasi,du,draugai:,-,Klausyk,"
"-Mamyte, mamyte, o ką ten per televizorių rodo?
-Tai, dukryte, rodo kaip paukščiukai žudomi.
-O kodėl?
-Tam kad nesirgtų...",anekdotai,"-Mamyte,,mamyte,,o,ką,ten"
"Ar žinote, kad pinigai numeruojami tam, kad juos visus galėtų perskaičiuoti gerasis dėdė Billas Gatesas, sudėjęs visus banknotus eilės tvarka.",anekdotai,"Ar,žinote,,kad,pinigai,numeruojami"
"- Kodėl jūs negeriat vaistų? 
- Jie man šleikštūs. 
- O jūs gerkit galvodamas, jog tai degtinė. 
- Jau geriau aš gersiu degtinę ir manysiu, jog vaistai...",anekdotai,"-,Kodėl,jūs,negeriat,vaistų?"
222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 2222222222222222222222222222222 222222222222,anekdotai,"222222222222222222222222222222,2222222222222222222222222222222,2222222222222222222222222222222,2222222222222222222222222222222,2222222222222222222222222222222"
"Dinozauriukas klausia mamos:
– O kai aš numirsiu, ar pateksiu i dangų? 
– Ne, sūneli, tu pateksi į muziejų.",anekdotai,"Dinozauriukas,klausia,mamos:,–,O"
"Kaip nustatyti, kokiam mokslui tai priklauso: 
Jei tai žalia ir šokinėja - biologija 
Jei smirda - chemija 
Jei nedirba, bet eikvoja begalę energijos - fizika 
Jei tas daiktas dar ir kelia didelį triukšmą - inžinerija 
Jei triukšmas yra, o daikto nėra - muzika 
Jei neaišku kas, bet kažkaip atrodo - dailė 
Jei po to norisi nusižudyti - psichologija 
Jei skaudėjo - medicina 
Jei to niekas neįstengia nei suprasti, nei papasakoti - matematika 
Jei tai kažkas nerišlaus ir, atseit, įsivaizduojamo - filosofija 
Jei tai kažkas nerišlaus, o bandant papasakoti, visi tyčiojasi - ekonomika. 
..,  2005 06 21 19:05",anekdotai,"Kaip,nustatyti,,kokiam,mokslui,tai"
"- Petriuk, kuom tu norėtum būti užaugęs? - klausia mama.
- Kalėdų seneliu.
- Kodėl?
- Visą savaitę vaikštai po svečius, juokauji, geri degtinę, valgai baltą mišrainę, o vakare gali dar ir su Snieguole...
- Iš kur tu ištraukei tokias nesąmones?
- Girdėjau, kaip tėtis kaimynui pasakojo.",anekdotai,"-,Petriuk,,kuom,tu,norėtum"
"Ateina žmogus pas vidaus ligų gydytoją ir skundžiasi: - Daktare, negaliu daugiau, taip pilvą skauda. Daktaras ir klausia: - Gal suvalgei ką negero ar...?  - Kai buvau miške, uogą kažkokią suryjau.  - Palauk, palauk. O kas buvo ten per uoga?  - Tai, kad neįžiūrėjau, daktare...  - O, tai tu turėjai eiti ne pas mane, o pas akių gydytoją.",anekdotai,"Ateina,žmogus,pas,vidaus,ligų"
Laidojimo firmos gandras reklama: mes atnešėm mes ir išnešim,anekdotai,"Laidojimo,firmos,gandras,reklama:,mes"
"Skrendu su lektuvu, zajabis
lektuvas pradejo kristi, chujova
turejau parasiuta, zajabis
parasiutas neisiskleide, chujova
pamaciau ant zemes sieno kupeta, zajabis
sieno kupetoi buvo sakes, chujova
nepataikiau ant sakiu, zajabis
nukritau ant zemes, chujova
atvaziavo greitoji, zajabis
isveze i ligonine, chujova
pasake kad isgivensiu, zajabis
iki treciadienio, chujova :D",anekdotai,"Skrendu,su,lektuvu,,zajabis,lektuvas"
"Blondinė netyčia užtrenkė mašinos dureles, palikdama viduje raktelius. Laimei, paliko truputį pravirą langą. Taigi, nuėjo į artimiausią benzino kolonėlę ir paprase ten buvusio darbuotojo ilgos vielos, su kuria bandys išimti raktelius. Po kelių minučių į benzino kolonėlę įlekia vaikinas ir juokiasi, net žandai plyšta. Kolonėlės darbuotojas klausia, kas jį taip prajuokino, o šis atsako, kad blondinė, kuri bando viela išimti raktelius. Kolonėlės darbuotojas atsako, kad nemato čia nieko juokinga, kad čia geras sumanymas - viela išimti raktelius ir kad pirmą kartą sutiko tokią protingą blondinę. 
 - Taip - atsako vaikinas, bet mašinoje sėdi kita blondinė ir sako pirmai: ""truputį į dešinę, truputį į kairę... ""!",anekdotai,"Blondinė,netyčia,užtrenkė,mašinos,dureles,"
"Tik pas mus be draugų, pažįstamų ir bičiulių egzistuoja dar vienas pažinties tipas - ""kartu gėrėm""",anekdotai,"Tik,pas,mus,be,draugų,"
Ziurejo kiskis bukas ir bukesnis ir durnas nusizude per daug siaubo,anekdotai,"Ziurejo,kiskis,bukas,ir,bukesnis"
"Skambutis į darbo biržą:
 - Sveiki, čia skambina iš firmos ""Dažymo paslaugos"", mums reikia dažytojo. 
 - Dažytojų dabar nėra, turime tik ginekologą. 
 - Ne, mums reikia dažytojo... 
 - Patikėkite, ginekologas jums viską puikiai nudažys, jam labai reikalingas bet koks darbas. 
 - Na, gerai. 
Kitą dieną:
 - Sveiki, čia skambina iš ""Dažymo paslaugų"". Atsiųskite mums dar keletą ginekologų! Mokėsime padidintą atlyginimą! 
 - O ką, taip gerai dirba? 
 - Jūs neįsivaizduojate: Bute, kurį reikėjo ištapetuoti, nebuvo šeimininkų, tai jis, vietoje to, kad porą valandų palaukti, viską ištapetavo per rakto skylutę!",anekdotai,"Skambutis,į,darbo,biržą:,-"
"Ateina turtuolis į Šveicarijos banką ir prašo 100$ paskolos. Ten jam mandagiai paaiškina, kad norint gauti paskolą, reikia palikti kokį nors užstatą.     
 - Jokių problemų, - sako turtuolis, - galiu jums užstatu palikti savo naują ""Mersedesą"", kurį ką tin nusipirkau jūsų šalyje. 
Turtuolis palieka mašina, gauna pinigus ir išvyksta. Po metų jis vėl ateina į tą patį banką, sumoka 100$, prideda dar 3$ už paskolos palūkanas ir jau susiruošia eiti. 
Bet bankininkas nesuvaldo savo smalsumo ir klausia:
 - Tai, žinoma, ne mūsų reikalas, bet kam jums, nepaprastai turtingam žmogui, prireikė tokios nedidelės paskolos? 
 - Matote, - nusišypso turtuolis, - aš turėjau išvykti, o kur dar galėjau rasti tokią patikimą aikštelę savo naujam autombiliui už 3$ metams?",anekdotai,"Ateina,turtuolis,į,Šveicarijos,banką"
"- Ką gi tu tokio padarei, kad iš tavęs atėmė butą ir nurėžė pusę atlyginimo? 
 - Apsivedžiau...",anekdotai,"-,Ką,gi,tu,tokio"
"Padavėjau, mano sriuboje bitė! 
 - Taip, pone, šiandien musei laisva diena...",anekdotai,"Padavėjau,,mano,sriuboje,bitė!,-"
"Kalbasi kaimynės ant suoliuko:
-Nepažįstu nei vienos moters, kuri mylėtų gyvūnus jabiau nei Marytė: ji skandina savo katinėlius tik šiltame vandenyje...",anekdotai,"Kalbasi,kaimynės,ant,suoliuko:,-Nepažįstu"
"Kartą, gilią naktį, vagys įsilaužė į banką. Atidaro seifą, o ten pinigų nėra nei pėdsako. Tik jogurtai kažkokie stovi indeliuose. Na ką, galvoja, naktis ilga, darbo daug, reikia pasistiprinti. Suvalgė. Kitą seifą atidaro, o ten irgi tas pats. Irgi suvalgė. Ir šitaip su visais seifais. Nuliūdo vagys, nutarė, kad čia kažkokia klasta ir, jau švintant, pabėgo. Važiuoja jie ryte ir klausosi radijos. Po kiek laiko girdi per žinias pranešimą. Žurnalistė šneka:
 - Šią naktį nežinomi nusikaltėliai įsilaužė į didžiausią šalies spermos banką ir sunaikino visą jame saugotą genetinę medžiagą...",anekdotai,"Kartą,,gilią,naktį,,vagys,įsilaužė"
"Ateina naujasis rusas pas dantistą. Atsisėda į kėdę, išsižioja. Dantistas pasižiūri: dantys auksiniai, plombos - deimantinės, ir sako naujajam rusui: 
- Atsiprašau, bet aš nematau, ką čia reikia taisyti. 
- Man ir nereikia nieko taisyti, tik signalizaciją įstatykit.",anekdotai,"Ateina,naujasis,rusas,pas,dantistą."
"ISMOKO EZIUKAS KVIEPUOTI PER UZ PAKALI IR SUTIKES DRAUGA SAKO : 

-NORI RUKYT? 

-O KA TAI REISKIA? 

-KISK CIGARETE I SUBINE!",anekdotai,"ISMOKO,EZIUKAS,KVIEPUOTI,PER,UZ"
"Tarybiniais laikais Izraelio ministrė pirmininkė Golda Meier turėjo atvažiuoti į TSRS. Aišku, sutikimą organizavo KGB, kurio veikėjai nutarė Izraelio vadovei pademonstruoti, kad žydai TSRS gyvena gerai ir niekur emigruoti nenori. Tam tikslui KGB surado žydą Rabinovičių, kuriam pažadėjo gerą atlygį už tai, kad aerouoste, ministrę pasitinkančių žmonių minioje Rabinovičius sušuks ""Golda Meier, mes niekur nevažiuosime!"". Už bet kokio žodžio pakeitimą Rabinovičiui prigrąsino lageriu. Ir štai, atvažiuoja Izraelio ministrė pirmininkė, eina pro būrį tarybinių žmonių, pastebi tipiškai atrodantį žydą, kuris jai sušunka:

- Golda Meier, mes niekur nevažiuosime???!!!",anekdotai,"Tarybiniais,laikais,Izraelio,ministrė,pirmininkė"
"Jei dantų šepetėlis kažkodėl nelenda jums į burną, reiškia, tai ne dantų šepetėlis, o batų šepetys!",anekdotai,"Jei,dantų,šepetėlis,kažkodėl,nelenda"
"Ateina kartą pas Čiapajevą Petka patarimo prašyti:
  - Nu, Vasia, nežinau ką man pasirinkti. Tu protingas pas mus - padėk. Galvoju, ar tai ženytis, ar tai motociklą pirkti? 
  Čiapajevas pagalvojo, galvą pakrapštė ir sako:
   - Jo, Petka, dabar taip: jei tu vesi - tau pizdeeec;jei pirksi motociklą - dar du atvejai: tu arba važinėsi su juo, arba užsimuši; jei važinėsi - tau pizdeeec; jei užsimuši - dar du atvejai:tu pateksi į dangų arba į pragarą; jei į dangų - tau pizdeeec; jei į pragarą - dar du atvejai: tave velniai keps arba virs; jei keps - tau pizdeeec; jei virs - dar du atvejai: iš tavęs išvirs muilą arba tualetinį popierių; jei muilą - tau pizdeeec; jei tualetinį popierių - dar du atvejai:tu pateksi į vyrų tualetą arba moterų; jei į vyrų - tau pizdeeec; jei į moterų - dar du atvejai: tu išeisi per galą arba per priekį:jei per galą - tau pizdeeec; jei per priekį - tai ko tau išvis ženytis!",anekdotai,"Ateina,kartą,pas,Čiapajevą,Petka"
"Viena dama vaþiuoja taksi. Privaþiavus namus, vairuotojas sako:

- Dvideðimt litø.

- O, kaip nemalonu, - sako dama.

- Að turiu tik penkiolika, gal galite pavaþiuoti truputá atgal?",anekdotai,"Viena,dama,vaþiuoja,taksi.,Privaþiavus"
"Petriukas grįžta namo su fanaru paakyje. Tėvai iš karto pristoja:
 - Kas atsitiko, sūneli? 
 - Ai, prisikabino tokie du, sako, telefoną atiduok. 
 - Tai tu juos atpažintum? 
 - Tegu juos tėvai dabar atpažįsta...",anekdotai,"Petriukas,grįžta,namo,su,fanaru"
"KLAUSIMAS:kas yra meilė? 
ATSAKYMAS:meilė tai, skausmas, pasakė beždžionė bučiudama ežį.",anekdotai,"KLAUSIMAS:kas,yra,meilė?,ATSAKYMAS:meilė,tai,"
"Kalbasi du kaimynai:
 - Kaip išnaikinti tarakonus? 
 - Suvaryk visus po spinta ir nupjauk spintos kojas!",anekdotai,"Kalbasi,du,kaimynai:,-,Kaip"
"Mama, pasiknaisiojisi sûnelio daiktuose, atranda kelis sadomazochistinius pornoþurnalus. Pasibaisëjusi, nueina pas tëvà:

- Þiûrëk, kokius þurnalus tamposi mûsø vaikas, su juo reikia kaþkà daryti!

Tëvas pasiþiûri á þurnalus, pasikrapðto pakauðá ir sako:

- Na, lupti taip mes jo tikrai nelupsime...",anekdotai,"Mama,,pasiknaisiojisi,sûnelio,daiktuose,,atranda"
"Dumia plentu brangus mersas, jam iš paskos – greitukė ir ugniagesiai. Mersą stabdo kelių patruliai. Sustoja iš paskos ir greitukė, ir ugniagesiai. Policininkai liepia jiems važiuoti, girdi, stabdę tik mersą. Tada sėdintysis prie merso vairo sako:
– Jie su manim.
 Policininkai apstulbo:
– Kuriems galams?!
– Tai vis per jus, tai kur vaistinėlė, tai kur gesintuvas…",anekdotai,"Dumia,plentu,brangus,mersas,,jam"
"Lapė klausia ežiuko muzikanto:
 - Girdėjau miško kvartetą subūrėte? Keliese ten esate? 
 - Tryse. 
 - O kas tokie? 
 - Aš iš brolis. 
 - O kas trečias? 
 - Koks dar trečias? Aš ten tik vienas esu.",anekdotai,"Lapė,klausia,ežiuko,muzikanto:,-"
"Eina ežiukas misku, eina, eina, pamato duobę. galvoja, ar ta gili. sušunka i duobe""eik šikt"" ir laukia aido. laukia laukia, nesulaukia. nusprendžia, kad duobė negili ir šoka vidun. krenta, krenta ežiukas, krenta krenta, o tada jam daeina kad duobė labai gili. jis išsigąsta ir pradeda šaukti ""gelbėkit"", o tada pasigirsta aidas""eik šikt"" :)",anekdotai,"Eina,ežiukas,misku,,eina,,eina,"
"Na kartą, prieš daugelį metų nutiko tokia istorija... Menu, gėrė kartą Zuikis su visais žvėrimis, gėrė, gėrė... Nu ką Zuikis nebūtų Zuikis, jei neprigertų, ėmė ir prigėrė. Sumanė pamandravot. Atsistojo prieš visus žvėris ir sako: - Ai čia kotletai iš supi.. os arklienos, paduokit man paltą ir kepurę, einu namo. Liūtas susinervino baisiausiai... Atsistojo, suriaumojo, ir tik pi.. zuikiui į ausį: - Ką čia išrū.. t nori? Zuikis pažiūrėjo į Liūtą apsiblaususiomis akimis, tik sušvilpė. Šimtai Zuikių atbėgo... Tai taip Liūtą suvanojo, kad tas kelią į Afriką užmirso...",anekdotai,"Na,kartą,,prieš,daugelį,metų"
"Važiuoja naujas rusas savo Mersu - lėtai, kad visi matytų. Žiūri, šalikelėj sugedęs zapas stovi ir suvargęs žmogelis šalia jo stabdo. Keista, bet novarusui pagailo to žmogelio ir sustojo. Prisikabino tą zapą prie savo merso ir velka, neskubėdamas, iš lėto. Staiga pro mersą, kaip pro stovintį, prasineša bumeris. Novarusas susinervino ir puolė vytis. Taip ir nulėkė kartu su zapu. Zapo vairuotojas išsigando, mirkčioja mersui šviesomis, mojuoja rankomis, stabdyk, tipo. Nu bet kas tam novarusui - lenktynės svarbiau. Žodžiu, palenktyniavo, paskui jau sustojo, atrišo tą zapuką ir paleido... Kitą dieną du mentai kalbasi. Vienas sako:
 - Žinai, vakar mačiau BMW su Mersu dideliu greičiu lekiančius - bet tai nieko, jiems iš paskos zapas lekia ir mirkčioja šviesomis - prašo praleisti.",anekdotai,"Važiuoja,naujas,rusas,savo,Mersu"
"Labai mėgstu žiūrėti boksą... Patinka, kai muša ne mane...",anekdotai,"Labai,mėgstu,žiūrėti,boksą...,Patinka,"
Branduolinis karas gali sugadinti jums nuotaika visai dienai,anekdotai,"Branduolinis,karas,gali,sugadinti,jums"
"Novarusas kalbasi su draugu:
 - Turiu ""900 - inį"" ""mersą"". 
 - Betgi pirkai ""600 - inį""? 
 - Aha. Bet apsiverčiau.",anekdotai,"Novarusas,kalbasi,su,draugu:,-"
"Buvo tokia ugnis, kuri nieko negalėjo sudeginti. Jei prie ko prisiliesdavo - tik truputį įkaisdavo, nes ta ugnis buvo tik elektros lemputė.",anekdotai,"Buvo,tokia,ugnis,,kuri,nieko"
Mes atrenkame geriausias kavos pupeles o kas lieka parduodame jums:),anekdotai,"Mes,atrenkame,geriausias,kavos,pupeles"
"Vyras ir moteris guli lovoje ir spokso į lubas.
Moteris masto:
„...tyli... nenori kalbėtis... turbūt jis manęs nebemyli... tai
santykiai... garantuotai turi kitą...""
Vyras masto:
„Musė... Musė ant lubų... Каipgi ji ten išsilaiko... savo mažom kojytėm?""",anekdotai,"Vyras,ir,moteris,guli,lovoje"
"Ir Kinijoje yra tradicija: kai gimsta vaikas ant grindų meta raktų ryšulį. Koks garsas pasigirsta, taip ir kūdikį pavadina...",anekdotai,"Ir,Kinijoje,yra,tradicija:,kai"
"Eina Petriukas i mokykla ir pamato prie mokyklos sluojanti sarga ir klausia:

-Kur mokykla?

-Sudege.

-Kur mokykla?

-Nu sudege.

-Kur mokykla?

-SUDEGE!!!!! Kodel tu tris kartus klausiai kur mokykla?

-Aaaaah kaip gera klausytis.",anekdotai,"Eina,Petriukas,i,mokykla,ir"
"Kalbasi du draugai:
- Žinai, bijau, kad mano boba - žaliavalgė.
- ?..
- Baigia mane gyvą suėsti!""",anekdotai,"Kalbasi,du,draugai:,-,Žinai,"
ateina i parduotuve vyras ir sako dokit CD dainu ai sita vejas pute pute pute ne tada sita 123 go! jo dokit sita pareina namo ir pasileidzia dainuoja 123 go! viejas pute pute pute:D:D:D,anekdotai,"ateina,i,parduotuve,vyras,ir"
"Vaikinas parlekia namo, per­sirengia, iðsitraukia ið ðaldytuvo ke­lias skardines alaus, susikelia ko­jas ant stalo, ásijungia televizoriø. Ekrane uþsklandëlë: ""Futbolas. Èempionø lyga""... Skambutis á du­ris. Keiksnodamas atidaro, o ten:

- Mielasis, að apsisprendþiau! Bûsiu tavo Þmona! - puola ant kak­lo graþuolë,

- O-o-o-o! Na, kodël bûtent da­bar???",anekdotai,"Vaikinas,parlekia,namo,,per­sirengia,,iðsitraukia"
"Vos trys savaitės praėjo po vestuvių ie australietė trisdešimtmetė Sandi Kineski tapo našle – jos vyras Dastinas žuvo autokatastrofoje. Ištikimoji našlė nenorėjo skirtis su mylimojo palaikais ir užsakė kručių implantantus, į kurių vidų būtų įdėta pelenų iš kremavimo vietos. Ši idėja gimė neatsitiktinai: Sandi planavo pasididinti savi krūtinę dar iki vyro žūties, o po to jai į galvą atėjo mintis, kad ji amžinai galės likti su savo išrinktuoju. Dabar jie sudaro lyg ir vieną visumą, ir sunią valandą Sandi net vaidenasi, kad iš jos krūtinės sklinda raminantis vyro balsas: „Aš myliu tave. Viskas bus gerai“.",anekdotai,"Vos,trys,savaitės,praėjo,po"
"""Visgi keistas padaras apturëjo tà viðtà"" - pagalvojo Petriukas, apþiûrinëdamas ""Kinder siurprizà"".",anekdotai,"""Visgi,keistas,padaras,apturëjo,tà"
